"","Estuary","sampleID","Salinity_calcd_ppt","Salinity","Salinity_ppt_all","Conductivity_uS_cm","CH4_pw_air_ppmv","CH4_ug_m2_h","N2O_ug_m2_h","CO2_ug_m2_h","NEE_mgC_m2_m","GEP_mgC_m2_m","PAR_uE_m2_s","CH4_pot_umol_gdw_h","CO2_pot_umol_gdw_h","Cl_mgL","SO4_mgL","NH4_mgL","NO3_mgL","pH","PO4_mgL","Fe_mgL","Acetate_mgL","TotalVFA_uM","SR_umol_cm3_d","AMG_umol_cm3_d","TOC_mgL","TN_mgL","Br_mgL","DIN_mgL","DON_mgL","DOC_mgL","DIC_mgL","Na_mgL","K_mgL","Ca_mgL","Mn_mgL","Mg_mgL","Cu_mgL","Zn_mgL","sed_pH","sed_NH4_mgL","sed_NO3_mgL","sed_PO4_mgL","sed_Cl_mgL","sed_SO4_mgL","sed_per_C","sed_per_N","sed_CN","sed_per_org","sed_per_inorg","sed_Bulk_dens","sed_Fe_mgL","sed_Mn_mgL","sed_Cu_mgL","sed_Zn_mgL","N2_umol_m2_h","SOD_umol_m2_h","NO3_umol_m2_h","NH4_umol_m2_h","SRP_umol_m2_h","DON_umol_m2_h"
"144","SF","Sandmound_TuleC_D2",0.566468299,"0.566468299",0.566468299,NA,NA,0.925883825,NA,1764.463823,NA,NA,NA,NA,NA,19625.1909,17.314,NA,NA,"5.69",NA,3796.41,NA,NA,NA,NA,NA,0.941,NA,NA,NA,17.8,NA,238099.57,371.64,77352.15,3033.7,51492.04,4.77,51492.04,5.69,21.19,NA,10.9,486.0195,65.1,13.27,0.941,17.4989115096496,NA,NA,0.269664346965876,29390,639,67,95,NA,NA,NA,NA,NA,NA
"145","SF","Sandmound_CattailA_D1",0.584762462,"0.584762462",0.584762462,NA,NA,-0.254840416,NA,2710.899281,NA,NA,NA,NA,NA,7250.925275,0.7205,NA,NA,"6.24",NA,424.33,NA,NA,NA,NA,NA,1.155,NA,NA,NA,16.21,NA,105517.92,2592.95,47456.79,577.28,27486.62,1.74,27486.62,6.24,44.82,0.67,11.3,444.543,108.5,16.76,1.155,16.3770180364968,NA,NA,0.214762293887465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","SF","Sandmound_CattailA_D2",0.584762462,"0.584762462",0.584762462,NA,NA,-0.254840416,NA,2710.899281,NA,NA,NA,NA,NA,7250.925275,0.7205,NA,NA,"5.64",NA,424.33,NA,NA,NA,NA,NA,1.19,NA,NA,NA,16.21,NA,105517.92,2592.95,47456.79,577.28,27486.62,1.74,27486.62,5.64,33.55,0.22,9.7,406.257,50.3,20.65,1.19,21.72624603917,NA,NA,0.216964984081182,21840,367,78,87,NA,NA,NA,NA,NA,NA
"147","SF","Sandmound_ThreeSqA_D1",0.661564933,"0.661564933",0.661564933,NA,NA,0.712509492,NA,3953.506323,NA,NA,NA,NA,NA,11226.8023,10.555,NA,NA,"6.35",NA,320.11,NA,NA,NA,NA,NA,1.099,NA,NA,NA,10.19,NA,144427.16,NA,49568.66,124.17,25688.29,3.16,25688.29,6.35,73.76,0.6,17.2,482.829,75.7,17.01,1.099,17.0417350973921,NA,NA,0.224949736033409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","SF","Sandmound_ThreeSqA_D2",0.661564933,"0.661564933",0.661564933,NA,NA,0.712509492,NA,3953.506323,NA,NA,NA,NA,NA,11226.8023,10.555,NA,NA,"6.15",NA,320.11,NA,NA,NA,NA,NA,1.016,NA,NA,NA,10.19,NA,144427.16,NA,49568.66,124.17,25688.29,3.16,25688.29,6.15,85.49,0.52,7.2,543.094,68.9,17.79,1.016,19.3521768431431,NA,NA,0.251106682083805,26270,630,75,97,NA,NA,NA,NA,NA,NA
"149","SF","Sandmound_ThreeSqB_D1",0.584762462,"0.584762462",0.584762462,NA,NA,0.661727234,NA,2644.391613,NA,NA,NA,NA,NA,7751.479275,2.356,NA,NA,"6.25",NA,2565.08,NA,NA,NA,NA,NA,1.069,NA,NA,NA,11.7,NA,103955.03,NA,48449.61,576.19,21267.82,1.42,21267.82,6.25,42.9,0.36,12.7,574.29,82.1,15.41,1.069,16.8763518069148,NA,NA,0.240423634644275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","SF","Sandmound_ThreeSqB_D2",0.584762462,"0.584762462",0.584762462,NA,NA,0.661727234,NA,2644.391613,NA,NA,NA,NA,NA,7751.479275,2.356,NA,NA,"5.94",NA,2565.08,NA,NA,NA,NA,NA,1.021,NA,NA,NA,11.7,NA,103955.03,NA,48449.61,576.19,21267.82,1.42,21267.82,5.94,29.48,0.68,8.6,656.534,58.8,16.23,1.021,18.6748867406966,NA,NA,0.249087549406231,25290,581,68,88,NA,NA,NA,NA,NA,NA
"151","SF","Sandmound_ThreeSqC_D1",0.631436206,"0.631436206",0.631436206,NA,NA,-0.341332784,NA,5028.706753,NA,NA,NA,NA,NA,14839.139575,15.828,NA,NA,"6.44",NA,271.27,NA,NA,NA,NA,NA,1.079,NA,NA,NA,11.45,NA,181577.27,NA,56285.76,385.36,33854.91,3.45,33854.91,6.44,49.32,0.33,16.3,487.792,56.3,16.62,1.079,17.8223583895794,NA,NA,0.221003249436331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","SF","Sandmound_ThreeSqC_D2",0.631436206,"0.631436206",0.631436206,NA,NA,-0.341332784,NA,5028.706753,NA,NA,NA,NA,NA,14839.139575,15.828,NA,NA,"6.11",NA,271.27,NA,NA,NA,NA,NA,1.02,NA,NA,NA,11.45,NA,181577.27,NA,56285.76,385.36,33854.91,3.45,33854.91,6.11,47.43,0.68,12.4,465.104,54.8,15.95,1.02,19.3906174242239,NA,NA,0.252868834238779,25180,1164,64,86,NA,NA,NA,NA,NA,NA
"153","SF","WestPond_TuleA_D1",0.358055401,"0.358055401",0.358055401,NA,NA,282.2282567,NA,24355.67428,NA,NA,NA,NA,NA,5691.17845,7.9715,NA,NA,"6.3",NA,80.48,NA,NA,NA,NA,NA,1.693,NA,NA,NA,10.65,NA,67222.29,1141.02,45960.11,0.9,20835.52,0.89,20835.52,6.3,225.21,2.72,14.5,115.2125,32.2,43.4,1.693,34.1175103172555,NA,NA,0.0564439362140132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","SF","WestPond_TuleA_D2",0.358055401,"0.358055401",0.358055401,NA,NA,282.2282567,NA,24355.67428,NA,NA,NA,NA,NA,5691.17845,7.9715,NA,NA,"5.78",NA,80.48,NA,NA,NA,NA,NA,1.533,NA,NA,NA,10.65,NA,67222.29,1141.02,45960.11,0.9,20835.52,0.89,20835.52,5.78,67.11,2.14,8.5,333.5845,42.6,34.88,1.533,28.9985777877129,NA,NA,0.0737534099863105,13180,136,40,48,NA,NA,NA,NA,NA,NA
